,R_INTERNATIONAL_MIG_2019,Unemployment_rate_2020,PCT_COLL_4_2015_19,PCT_COLL_1TO3_2000,PCT_HSD_Only_2000,R_NET_MIG_2019,Med_HH_Income_Percent_of_State_Total_2019,GQ_ESTIMATES_2019,N_POP_CHG_2019,INTERNATIONAL_MIG_2019,NET_MIG_2019,HSD_Only_2000,DOMESTIC_MIG_2019,RESIDUAL_2019,Deaths_2019,COLL_4_2000,POP_ESTIMATE_2019,LT_HSD_2015_19,COLL_1TO3_2000,Unemployed_2020,NATURAL_INC_2019,GQ_ESTIMATES_BASE_2010,Employed_2020,LT_HSD_2000,COLL_4_2015_19,HSD_Only_2015_19,COLL_1TO3_2015_19,Civilian_labor_force_2020,CENSUS_2010_POP,PCT_LT_HSD_2000,R_birth_2019,PCT_COLL_1TO3_2015_19,PCT_COLL_4_2000,Economic_typology_2015,R_death_2019,county_name,state_code
19986,0.2,4.7,30.6,28.2,33.2,36.8,111.6,109,981,6,943,"3,565",937,6.0,239,"1,943","26,108","2,247","3,037",584,32,299,"11,735","2,207","5,364","5,102","4,812","12,319","22,330",20.5,10.6,27.5,18.1,5.0,9.3,Dawson County,GA
110869,0.7,6.2,30.3,28.2,32.8,13.0,127.9,637,"2,511",110,"1,921","18,664","1,811",6.0,"1,096","11,709","148,509","10,388","16,006","4,584",584,588,"69,397","10,442","28,989","27,378","29,057","73,981","127,317",18.4,11.4,30.3,20.6,0.0,7.4,Coweta County,GA
350298,-0.6,4.8,14.4,17.8,40.4,-8.0,74.7,"2,050",-73,-5,-67,"1,952",-62,0.0,77,356,"8,354","1,111",857,125,-6,"1,882","2,473","1,663",858,"2,731","1,262","2,598","8,365",34.4,8.5,21.2,7.4,4.0,9.2,Liberty County,FL
326342,1.2,7.7,11.3,22.6,38.4,-0.2,71.1,"1,698",-24,29,-4,"6,462",-33,-1.0,272,"1,547","24,446","3,470","3,795",805,-19,"2,484","9,617","5,020","2,032","7,243","5,268","10,422","26,948",29.8,10.3,29.2,9.2,4.0,11.1,Anson County,NC
172580,-0.3,7.9,35.4,36.2,27.2,28.0,107.4,"1,383","5,787",-52,"5,446","21,178","5,498",32.0,"1,548","19,470","197,692","8,562","28,258","7,764",309,"1,244","90,211","9,075","47,993","29,577","49,483","97,975","157,733",11.6,9.5,36.5,25.0,5.0,7.9,Deschutes County,OR
174644,0.3,7.4,28.2,27.3,34.6,4.5,101.6,"1,255","1,319",38,653,"20,316",615,-7.0,"1,047","11,285","146,343","11,300","16,020","5,367",673,"1,368","66,930","11,066","26,093","28,110","27,097","72,297","132,403",18.9,11.8,29.3,19.2,0.0,7.2,Douglas County,GA
195319,0.4,5.5,27.9,28.7,36.9,3.8,95.8,"3,202",277,16,171,"8,353",155,-4.0,320,"4,772","45,368","1,717","6,496","1,303",110,"3,415","22,303","3,023","7,612","9,096","8,866","23,606","43,857",13.4,9.5,32.5,21.1,4.0,7.1,Dunn County,WI
115716,2.1,8.6,36.0,27.5,25.1,5.8,97.3,"20,255","4,567","1,132","3,079","69,256","1,947",-21.0,"4,602","83,444","537,174","38,516","75,882","22,064","1,509","15,492","234,933","46,912","126,827","81,878","104,820","256,997","488,406",17.0,11.4,29.8,30.3,0.0,8.6,Guilford County,NC
154781,2.3,11.1,38.8,25.5,24.2,-8.0,100.2,"90,978","-21,727","11,637","-41,173","834,675","-52,810",56.0,"42,432","968,642","5,150,233","461,880","881,080","281,454","19,390","90,629","2,258,453","770,341","1,392,515","829,451","903,730","2,539,907","5,194,675",22.3,12.0,25.2,28.0,0.0,8.2,Cook County,IL
350113,0.7,8.3,15.3,28.2,37.7,-3.3,82.0,"1,612",-72,13,-66,"4,561",-79,-2.0,223,"1,314","19,717","2,421","3,409",528,-4,"1,584","5,820","2,801","2,126","4,616","4,752","6,348","19,816",23.2,11.1,34.2,10.9,2.0,11.3,Freestone County,TX
115486,0.3,11.2,29.0,25.9,34.1,11.4,76.0,723,316,17,593,"11,641",576,-3.0,676,"7,378","52,276","3,417","8,828","2,799",-274,735,"22,270","6,245","11,440","12,527","12,002","25,069","51,454",18.3,7.7,30.5,21.6,5.0,13.0,Worcester County,MD
249928,0.2,7.3,15.9,13.1,36.5,-0.4,79.9,188,-12,2,-5,"3,099",-7,0.0,154,550,"12,359","1,651","1,115",372,-7,188,"4,698","3,721","1,333","3,354","2,041","5,070","12,613",43.9,11.9,24.4,6.5,0.0,12.5,Powell County,KY
283699,0.7,8.3,14.4,21.1,36.8,2.8,44.7,"5,318",10,18,71,"5,998",53,-1.0,276,"1,900","25,616","3,181","3,451",724,-60,"5,651","7,996","4,972","2,456","6,761","4,627","8,720","26,470",30.5,8.4,27.2,11.6,4.0,10.8,Somerset County,MD
197825,0.4,7.8,24.5,32.9,31.0,5.1,81.0,966,134,11,137,"4,818",126,0.0,280,"3,392","26,835","1,279","5,115",944,-3,735,"11,109","2,237","4,301","5,645","6,314","12,053","25,748",14.4,10.3,36.0,21.8,4.0,10.5,Union County,OR
19295,2.5,9.5,37.6,29.1,30.7,4.6,105.7,"11,208","2,780","1,300","2,405","96,116","1,105",-41.0,"4,757","86,780","521,202","25,364","91,141","26,154",416,"11,821","250,579","38,646","135,077","99,923","98,761","276,733","494,919",12.4,10.0,27.5,27.8,0.0,9.2,Plymouth County,MA
311642,-0.5,5.2,13.7,29.5,30.5,-3.8,62.8,"3,302",18,-14,-117,"5,971",-103,-1.0,260,"2,171","30,571","3,733","5,769",654,136,"3,351","11,963","5,676","2,707","6,207","7,118","12,617","31,313",29.0,13.0,36.0,11.1,4.0,8.5,Malheur County,OR
14766,0.8,6.2,42.2,24.5,23.9,2.9,90.0,"5,848",143,43,164,"5,718",121,-1.0,401,"7,958","56,177","2,927","5,868","1,736",-20,"5,323","26,261","4,395","13,409","6,584","8,832","27,997","51,079",18.4,6.8,27.8,33.2,4.0,7.1,Watauga County,NC
174410,-0.2,5.9,19.4,23.2,38.7,-15.1,90.0,236,-328,-3,-302,"5,043",-299,1.0,235,"1,752","19,788","2,253","3,021",561,-27,236,"9,016","3,199","2,732","5,012","4,063","9,577","19,985",24.6,10.4,28.9,13.5,3.0,11.8,Bourbon County,KY
73660,0.4,6.8,33.8,29.0,26.5,7.7,140.0,"1,277","2,384",105,"1,999","32,584","1,894",-14.0,"2,423","34,822","260,419","16,481","35,718","7,876",399,"1,275","108,590","19,835","58,978","46,450","52,423","116,466","233,740",16.1,10.9,30.1,28.3,0.0,9.3,St. Tammany Parish,LA
218059,5.6,7.3,56.3,21.5,23.4,-1.0,124.3,"55,821","3,229","8,965","-1,632","235,369","-10,597",17.0,"11,911","438,733","1,611,699","73,690","216,329","64,193","4,844","55,412","818,205","116,066","632,232","213,958","203,445","882,398","1,503,085",11.5,10.4,18.1,43.6,0.0,7.4,Middlesex County,MA
277000,0.1,7.6,28.5,34.6,30.5,7.7,102.8,"3,573","3,681",15,"1,591","24,315","1,576",15.0,"1,415","15,382","208,993","8,766","27,617","6,568","2,075","3,416","79,666","12,509","35,272","35,273","44,582","86,234","172,331",15.7,16.8,36.0,19.3,0.0,6.8,Montgomery County,TN
218290,3.2,3.3,30.5,29.7,34.1,0.1,79.2,926,53,31,1,"1,973",-30,-1.0,78,"1,195","9,805",351,"1,719",177,53,892,"5,269",903,"1,781","1,835","1,868","5,446","9,726",15.6,13.4,32.0,20.6,1.0,8.0,Stevens County,MN
153856,-0.2,8.2,31.5,31.0,34.3,13.0,77.0,198,289,-4,289,"4,395",293,1.0,223,"2,095","22,425","1,935","3,969",808,-1,198,"9,002","2,347","5,075","3,997","5,123","9,810","20,318",18.3,10.0,31.8,16.4,0.0,10.0,Klickitat County,WA
115254,0.7,5.9,23.1,27.3,40.1,2.5,102.7,"3,559",402,74,253,"25,479",179,-8.0,911,"10,715","103,403","5,842","17,328","3,286",157,"3,589","52,828","10,026","16,516","25,836","23,454","56,114","101,633",15.8,10.3,32.7,16.9,3.0,8.8,Fond du Lac County,WI
111099,2.1,12.8,32.5,26.2,18.8,-7.9,90.4,"179,406","-34,799","21,050","-79,758","1,108,314","-100,808",160.0,"68,164","1,462,389","10,039,107","1,437,059","1,541,721","629,811","44,799","171,735","4,291,688","1,770,524","2,241,079","1,419,449","1,789,308","4,921,499","9,818,605",30.1,11.2,26.0,24.9,0.0,6.8,Los Angeles County,CA
19523,-0.4,4.1,15.2,25.8,30.4,-4.9,74.2,985,-111,-7,-80,"2,955",-73,1.0,183,"1,059","16,116","2,139","2,507",322,-32,993,"7,538","3,207","1,685","4,191","3,096","7,860","16,633",33.0,9.3,27.9,10.9,0.0,11.3,Dade County,GA
95974,0.6,4.3,22.4,26.3,38.7,-5.3,126.4,155,-49,9,-84,"3,479",-93,0.0,145,"1,450","15,765","1,193","2,363",380,35,155,"8,428","1,692","2,276","3,897","2,807","8,808","15,034",18.8,11.4,27.6,16.1,2.0,9.2,Kingfisher County,OK
324050,0.5,5.2,48.9,30.4,26.6,9.1,136.7,877,"1,556",47,952,"11,512",905,-4.0,549,"14,820","105,089","2,570","13,154","3,047",608,836,"55,626","3,732","32,450","12,064","19,214","58,673","91,042",8.6,11.1,29.0,34.3,3.0,5.3,Carver County,MN
297016,1.9,2.9,38.3,35.9,22.7,2.0,83.5,"3,919","1,889",247,254,"9,639",7,2.0,561,"13,562","128,289","4,298","15,262","1,910","1,633","3,594","63,497","4,081","24,015","12,683","21,674","65,407","112,656",9.6,17.2,34.6,31.9,3.0,4.4,Cache County,UT
195550,0.9,11.2,34.5,34.1,26.0,32.5,72.3,24,40,1,36,207,35,-1.0,5,225,"1,129",68,272,58,5,24,459,93,266,216,220,517,"1,175",11.7,9.0,28.6,28.2,5.0,4.5,Alpine County,CA
73431,2.9,9.3,47.2,29.0,22.1,-0.9,136.5,"13,741",890,"3,617","-1,164","178,541","-4,781",-10.0,"10,978","308,723","1,257,584","51,745","233,929","60,170","2,064","12,496","588,572","86,717","417,746","164,499","250,274","648,742","1,202,362",10.7,10.4,28.3,38.2,0.0,8.7,Oakland County,MI
280003,-0.2,5.8,29.0,22.6,37.6,-7.9,80.5,"1,185",-243,-6,-238,"7,373",-232,1.0,278,"4,401","29,993","1,874","4,422",819,-6,"1,345","13,337","3,400","6,257","7,607","5,818","14,156","31,227",17.4,9.0,27.0,22.5,0.0,9.2,Caledonia County,VT
249696,1.2,5.5,12.8,19.3,38.3,5.2,81.2,196,20,13,55,"3,164",42,-2.0,122,663,"10,663","1,652","1,597",242,-33,338,"4,150","2,831","1,059","3,327","2,221","4,392","11,539",34.3,8.4,26.9,8.0,3.0,11.5,Coosa County,AL
264929,0.3,5.5,29.6,33.4,36.8,8.5,122.6,"1,105","2,064",41,"1,173","20,327","1,132",-11.0,832,"9,864","138,377","4,418","18,461","4,198",902,"1,104","71,523","6,582","25,680","25,490","31,212","75,721","124,700",11.9,12.6,36.0,17.9,0.0,6.1,Wright County,MN
196213,0.7,7.2,16.4,24.4,30.4,2.6,83.4,"3,369",80,66,237,"18,240",171,-6.0,"1,034","7,653","90,485","11,978","14,621","2,869",-151,"3,352","37,019","19,408","10,721","20,488","22,033","39,888","90,912",32.4,9.8,33.8,12.8,3.0,11.4,Burke County,NC
156857,2.4,8.5,48.1,33.1,21.5,8.2,103.6,84,96,23,79,"1,440",56,1.0,57,"2,601","9,700",102,"2,219",523,16,84,"5,628",442,"3,546","1,613","2,115","6,151","9,088",6.6,7.6,28.7,38.8,2.0,5.9,Clear Creek County,CO
18140,1.3,5.6,33.4,33.4,26.7,7.9,118.8,"10,542","2,848",369,"2,221","33,829","1,852",-3.0,"2,105","35,464","284,014","14,531","42,255","7,984",630,"10,561","134,700","15,021","59,491","43,903","59,952","142,684","255,755",11.9,9.7,33.7,28.0,4.0,7.4,Cleveland County,OK
112255,0.0,6.0,12.2,25.1,38.2,20.5,69.9,334,705,-1,844,"9,183",845,3.0,551,"2,553","41,503","4,476","6,023","1,001",-142,635,"15,568","6,271","3,609","12,179","9,351","16,569","40,801",26.1,9.9,31.6,10.6,0.0,13.4,Levy County,FL
76895,0.0,5.4,19.3,21.3,33.7,-2.9,82.8,"2,387",-45,2,-132,"7,931",-134,-1.0,449,"3,718","45,328","6,173","5,006","1,016",88,"2,384","17,675","6,846","5,857","10,507","7,747","18,691","43,041",29.1,11.8,25.6,15.8,3.0,9.9,Habersham County,GA
291474,0.3,10.8,11.9,24.6,39.8,2.2,63.9,264,-23,3,26,"3,166",23,-2.0,162,625,"11,853","1,607","1,962",429,-47,397,"3,560","2,211","1,086","3,713","2,745","3,989","11,539",27.8,9.7,30.0,7.8,5.0,13.7,Lake County,MI
324976,0.2,6.8,16.5,26.0,43.4,1.4,76.0,176,-6,3,19,"4,831",16,-2.0,142,"1,443","13,351",847,"2,889",424,-23,204,"5,785","1,959","1,698","4,163","3,594","6,209","14,159",17.6,8.9,34.9,13.0,3.0,10.6,Price County,WI
156397,0.3,5.3,17.0,25.5,43.6,1.3,96.2,"6,277",6,22,112,"25,031",90,-3.0,874,"7,602","87,839","5,820","14,667","2,484",-103,"6,192","44,729","10,153","10,737","25,813","20,773","47,213","88,759",17.7,8.8,32.9,13.2,3.0,10.0,Dodge County,WI
312328,0.0,6.3,28.9,23.3,31.0,1.7,79.0,0,-73,0,21,"2,933",21,-1.0,181,"2,054","12,095",878,"2,210",360,-93,0,"5,326","2,279","2,833","3,206","2,893","5,686","12,330",24.1,7.3,29.5,21.7,5.0,14.9,Northumberland County,VA
216442,0.0,6.0,30.8,23.7,29.7,7.2,96.3,"6,469",880,2,663,"12,531",661,0.0,767,"9,196","92,987","6,960","9,970","2,764",217,"5,695","43,091","10,428","17,121","15,609","15,945","45,855","82,916",24.8,10.6,28.7,21.8,4.0,8.3,Madison County,KY
78049,0.4,5.4,28.3,26.1,37.4,4.4,92.9,"7,711","1,029",65,748,"37,849",683,-5.0,"1,497","23,028","171,907","8,193","26,351","4,966",286,"8,239","86,270","13,867","32,554","38,353","35,736","91,236","166,994",13.7,10.4,31.1,22.8,3.0,8.7,Winnebago County,WI
76664,0.8,7.0,32.0,28.7,32.5,-3.2,98.1,"5,894",-569,126,-506,"32,545",-632,-1.0,"1,610","23,793","158,714","9,071","28,763","5,640",-62,"5,607","75,155","15,132","35,776","32,369","34,519","80,795","159,429",15.1,9.7,30.9,23.7,0.0,10.1,Rensselaer County,NY
15833,-0.1,5.4,15.7,20.7,36.9,7.5,81.8,662,134,-2,197,"5,841",199,0.0,312,"2,146","26,205","3,452","3,271",616,-63,663,"10,757","4,580","2,924","6,887","5,378","11,373","25,213",28.9,9.5,28.9,13.5,0.0,11.9,Hart County,GA
264236,0.1,7.8,15.9,24.9,44.7,1.6,84.8,608,-52,3,63,"13,221",60,-3.0,487,"3,815","40,350","2,683","7,372","1,523",-112,"1,073","17,981","5,167","4,779","12,521","10,089","19,504","41,749",17.5,9.3,33.5,12.9,3.0,12.1,Marinette County,WI
165984,-0.2,7.1,13.8,21.9,47.3,4.3,101.4,366,215,-6,151,"9,730",157,-1.0,316,"1,946","35,328","2,977","4,506","1,204",65,366,"15,686","4,409","3,347","10,627","7,236","16,890","34,827",21.4,10.8,29.9,9.5,0.0,9.0,Morrow County,OH
155705,-0.1,5.7,17.6,22.2,37.8,5.9,75.4,71,56,-1,85,"2,641",86,1.0,141,778,"14,378","1,640","1,549",340,-30,71,"5,609","2,010","1,948","4,133","3,336","5,949","14,333",28.8,7.7,30.2,11.1,5.0,9.8,McIntosh County,GA
99638,0.9,7.0,17.4,25.2,36.0,8.1,80.8,"1,515",291,39,368,"10,505",329,-1.0,513,"2,614","45,756","5,289","7,337","1,432",-76,"1,666","19,123","8,701","5,731","10,644","11,193","20,555","44,996",29.8,9.6,34.1,9.0,3.0,11.2,McDowell County,NC
113178,0.3,4.3,27.7,33.7,37.0,0.9,115.2,253,59,7,24,"5,879",17,0.0,232,"2,972","26,248","1,002","5,349",581,35,297,"12,851","1,687","4,916","5,300","6,536","13,432","25,241",10.6,10.2,36.8,18.7,0.0,8.8,Cass County,NE
318492,-1.0,8.7,24.6,33.1,32.1,13.5,76.6,304,130,-24,308,"5,191",332,1.0,345,"2,659","22,925","1,777","5,355",774,-179,318,"8,170","2,963","4,501","5,010","7,016","8,944","22,364",18.3,7.3,38.3,16.4,5.0,15.1,Curry County,OR
251410,-0.8,8.5,14.4,37.3,32.9,29.0,93.9,360,"1,697",-46,"1,645","7,533","1,691",7.0,619,"2,583","57,510","5,140","8,519","1,968",45,358,"21,077","4,228","5,645","12,832","15,472","23,045","51,980",18.5,11.7,39.6,11.3,0.0,10.9,Lyon County,NV
196672,0.3,4.9,16.6,21.7,35.0,5.9,76.8,"1,353",318,18,409,"14,299",391,-1.0,835,"4,152","69,761","8,749","8,846","1,495",-90,"1,323","29,106","13,540","8,070","17,105","14,622","30,601","68,756",33.2,10.7,30.1,10.2,3.0,12.0,Walker County,GA
76435,0.4,4.5,35.8,23.0,30.1,6.0,103.4,35,25,3,44,"1,522",41,0.0,71,"1,160","7,370",638,"1,163",167,-19,35,"3,521","1,214","1,966","1,519","1,376","3,688","7,373",24.0,7.1,25.0,22.9,5.0,9.7,Rappahannock County,VA
173041,0.5,7.2,29.1,28.1,39.8,17.8,86.6,209,267,10,393,"6,233",383,0.0,308,"2,754","22,195","1,072","4,400",741,-126,190,"9,480","2,280","4,963","5,117","5,915","10,221","21,430",14.6,8.2,34.7,17.6,5.0,14.0,Vilas County,WI
17215,0.4,5.5,14.7,21.2,34.1,4.2,86.2,669,335,23,240,"9,723",217,-3.0,571,"3,020","57,963","8,437","6,034","1,531",98,670,"26,531","9,713","5,598","13,317","10,807","28,062","55,186",34.1,11.6,28.3,10.6,3.0,9.9,Gordon County,GA
276769,-0.5,12.2,13.8,28.9,23.9,4.5,74.3,"7,006","3,529",-144,"1,237","27,901","1,381",-7.0,"1,787","12,896","277,680","49,522","33,681","13,981","2,299","4,896","100,755","42,247","22,118","40,500","48,248","114,736","255,793",36.2,14.8,30.1,11.0,0.0,6.5,Merced County,CA
16986,-0.3,5.8,10.9,20.2,37.4,8.0,82.4,"1,534",171,-7,200,"5,569",207,-1.0,283,993,"25,178","3,745","3,013",645,-28,"1,513","10,458","5,324","1,904","7,739","4,075","11,103","24,690",35.7,10.2,23.3,6.7,0.0,11.3,Hickman County,TN
324514,0.4,9.2,15.8,30.6,36.0,0.7,82.6,192,329,15,25,"4,945",10,-1.0,231,"1,810","35,734","2,983","4,206","1,228",305,192,"12,157","2,775","3,297","7,301","7,325","13,385","32,588",20.2,15.1,35.0,13.2,2.0,6.5,Uintah County,UT
252106,1.6,9.5,24.9,20.2,39.4,-0.4,106.2,"11,771",635,694,-177,"97,979",-871,-11.0,"3,885","46,011","421,164","37,796","50,223","20,043",823,"12,163","191,443","54,651","70,615","104,002","71,165","211,486","411,442",22.0,11.2,25.1,18.5,0.0,9.2,Berks County,PA
16062,0.6,6.9,18.0,25.5,29.5,-0.4,84.8,812,-176,40,-32,"14,454",-72,-6.0,874,"5,904","71,783","10,449","12,499","2,236",-138,870,"30,404","16,161","9,186","14,725","16,575","32,640","73,673",33.0,10.2,32.5,12.0,0.0,12.2,Surry County,NC
215979,4.5,4.8,23.3,34.0,31.1,2.2,86.0,"1,047",289,193,93,"8,219",-100,-2.0,370,"4,846","43,199","3,164","8,982","1,184",198,"1,058","23,512","4,372","6,699","7,451","11,491","24,696","42,239",16.5,13.2,39.9,18.3,0.0,8.6,Kandiyohi County,MN
324741,0.8,5.6,17.1,30.7,37.7,-5.3,76.1,638,-199,25,-162,"8,434",-187,1.0,352,"2,862","30,281","2,440","6,861",914,-38,637,"15,344","4,206","3,732","7,623","7,977","16,258","31,255",18.8,10.3,36.6,12.8,0.0,11.6,Freeborn County,MN
173272,0.0,6.8,18.4,23.0,42.8,6.3,108.9,"4,760",380,-1,366,"15,073",367,-3.0,587,"4,028","58,457","5,162","8,124","1,797",17,"4,455","24,726","8,033","7,411","17,146","10,532","26,523","55,698",22.8,10.4,26.2,11.4,0.0,10.1,Pickaway County,OH
156166,1.8,7.2,41.8,26.0,27.0,-4.3,96.3,"17,251","-1,079",546,"-1,326","52,796","-1,872",-1.0,"2,776","65,086","305,506","16,106","50,782","11,299",248,"17,024","146,027","26,717","85,702","47,042","56,068","157,326","304,204",13.7,9.9,27.4,33.3,4.0,9.1,Albany County,NY
251873,0.0,4.6,28.3,24.3,35.7,10.7,109.4,"1,175","1,140",3,946,"14,025",943,0.0,755,"7,291","89,313","6,456","9,542","2,260",194,967,"46,376","8,413","16,864","19,325","17,039","48,636","78,305",21.4,10.7,28.5,18.6,0.0,8.5,Frederick County,VA
283235,1.4,9.0,20.0,29.9,30.8,2.7,56.9,640,126,58,115,"7,945",57,-1.0,481,"4,118","42,243","4,699","7,724","1,759",12,640,"17,822","6,039","5,844","8,859","9,808","19,581","41,120",23.4,11.7,33.6,15.9,1.0,11.4,Okanogan County,WA
77359,6.1,16.0,20.1,21.8,25.8,-15.8,57.6,"44,007","-13,880","8,697","-22,506","205,246","-31,203",97.0,"11,145","116,404","1,418,207","253,249","173,456","94,436","8,529","46,705","494,651","299,686","186,550","259,572","230,175","589,087","1,385,108",37.7,13.8,24.8,14.6,0.0,7.8,Bronx County,NY
77590,0.1,5.6,15.5,24.4,42.0,1.9,93.7,386,40,3,67,"8,723",64,-2.0,379,"2,309","34,877","3,030","5,056",869,-25,386,"14,740","4,658","3,679","9,703","7,347","15,609","34,273",22.5,10.2,30.9,11.1,0.0,10.9,Lincoln County,OK
112715,0.4,5.4,20.4,29.3,39.5,-5.0,90.3,479,-81,9,-127,"6,228",-136,1.0,250,"2,600","25,544","1,341","4,611",769,45,478,"13,459","2,314","3,492","6,432","5,848","14,228","25,992",14.7,11.5,34.2,16.5,0.0,9.8,Franklin County,KS
112483,0.2,9.2,23.2,30.9,36.5,10.5,72.8,224,268,7,311,"6,825",304,2.0,329,"3,102","29,779","1,662","5,783","1,301",-45,223,"12,905","3,011","4,947","6,895","7,829","14,206","28,567",16.1,9.6,36.7,16.6,5.0,11.1,Cass County,MN
276536,0.5,6.6,23.0,26.9,31.8,24.3,122.8,706,"2,019",40,"2,071","13,772","2,031",5.0,891,"5,606","86,111","7,166","11,647","2,852",-57,679,"40,410","12,234","13,584","18,360","19,927","43,262","78,265",28.3,9.8,33.8,13.0,3.0,10.5,Lincoln County,NC
16525,0.0,6.6,16.5,23.7,45.3,1.6,77.1,663,-5,2,83,"15,737",81,-2.0,543,"4,094","50,484","4,334","8,252","1,461",-86,715,"20,563","6,667","6,159","15,093","11,790","22,024","52,228",19.2,9.1,31.5,11.8,0.0,10.8,Somerset County,ME
297478,0.7,10.1,14.8,23.1,34.2,-3.3,70.5,800,-100,32,-145,"9,367",-177,-1.0,525,"2,935","44,535","5,891","6,317","1,731",46,846,"15,388","8,741","4,463","11,136","8,572","17,119","45,422",31.9,12.8,28.5,10.7,0.0,11.8,Vance County,NC
77124,0.9,8.1,12.3,18.9,35.1,-4.7,61.1,987,-238,28,-144,"8,148",-172,-2.0,394,"2,673","30,368","4,336","4,379",972,-92,"1,476","11,032","7,989","2,684","9,095","5,726","12,004","34,423",34.5,9.9,26.2,11.5,3.0,12.9,Williamsburg County,SC
197132,0.1,4.4,18.9,22.5,39.9,2.8,80.5,868,71,3,58,"5,257",55,-2.0,227,"1,872","20,563","1,596","2,958",411,15,866,"9,025","3,082","2,585","5,543","3,973","9,436","21,159",23.4,11.8,29.0,14.2,0.0,11.1,Vernon County,MO
155932,-0.2,14.7,24.5,32.3,29.9,13.9,98.2,"23,015","40,600",-360,"31,283","268,827","31,643",188.0,"17,919","156,083","2,266,715","207,228","290,492","165,513","9,129","21,992","958,069","184,998","364,232","424,198","493,500","1,123,582","1,951,269",20.5,12.0,33.1,17.3,5.0,8.0,Clark County,NV
216210,2.9,5.6,21.0,21.3,33.3,8.3,86.8,336,188,62,178,"4,463",116,0.0,247,"1,932","21,493","2,424","2,850",538,10,328,"9,155","4,138","3,008","4,925","3,981","9,693","20,874",30.9,12.0,27.8,14.4,0.0,11.5,Colorado County,TX
77818,-0.3,9.2,24.1,31.4,36.2,0.9,86.7,"1,351",7,-13,40,"10,370",53,0.0,430,"5,240","43,150","1,937","8,990","2,100",-33,"1,372","20,786","4,053","7,456","9,613","11,883","22,886","44,159",14.1,9.2,38.5,18.3,5.0,10.0,Douglas County,WI
196900,0.3,6.7,26.4,23.4,41.7,7.9,162.5,788,"1,746",38,993,"19,299",955,-3.0,927,"6,709","126,604","9,065","10,811","4,329",756,790,"59,807","9,439","21,099","25,794","23,815","64,136","107,215",20.4,13.4,29.9,14.5,0.0,7.4,Ascension Parish,LA
251644,1.0,5.4,41.2,30.4,24.2,16.0,131.1,"5,738","3,246",187,"3,049","18,974","2,862",15.0,"1,741","26,083","192,122","9,672","23,900","4,166",182,"5,265","72,961","9,545","54,999","29,735","39,218","77,127","162,233",12.2,10.1,29.3,33.2,5.0,9.1,Beaufort County,SC
16756,0.5,8.6,21.4,27.6,28.3,-17.5,59.6,"4,499","-1,244",48,"-1,553","16,397","-1,601",5.0,951,"10,347","87,956","9,579","15,994","3,243",304,"4,331","34,469","15,286","12,306","17,371","18,284","37,712","94,565",26.3,14.2,31.8,17.8,4.0,10.7,Dougherty County,GA
112946,0.0,7.3,12.9,19.7,37.9,4.1,84.1,22,96,0,59,"3,473",59,-1.0,161,806,"14,581","2,011","1,806",449,38,22,"5,686","3,069","1,268","3,973","2,610","6,135","14,348",33.5,13.7,26.5,8.8,1.0,11.1,Fleming County,KY
312557,0.6,7.6,12.4,16.2,35.5,4.8,75.8,653,47,23,192,"9,716",169,-2.0,581,"1,924","39,842","6,516","4,421","1,120",-143,519,"13,597","11,298","3,546","11,652","6,951","14,717","40,716",41.3,11.0,24.2,7.0,0.0,14.6,Campbell County,TN
218521,0.7,7.3,38.5,36.6,22.9,5.1,94.3,"19,083","8,314",526,"3,625","73,286","3,099",22.0,"4,845","101,762","720,403","26,003","117,343","25,036","4,667","19,141","319,084","28,029","174,144","92,340","159,628","344,120","622,263",8.7,13.3,35.3,31.8,0.0,6.8,El Paso County,CO
155472,0.5,8.6,30.0,32.7,27.2,8.6,130.7,"10,474","5,377",171,"3,196","41,412","3,025",-2.0,"2,498","29,858","374,264","28,407","49,821","15,267","2,183","10,559","162,442","31,153","70,694","60,073","76,226","177,709","313,166",20.5,12.6,32.4,19.6,0.0,6.7,Brazoria County,TX
78280,0.3,5.4,25.7,33.7,35.9,3.5,116.0,149,167,6,72,"3,945",66,-1.0,146,"1,879","20,934",699,"3,702",647,96,149,"11,395","1,463","3,503","4,526","4,878","12,042","20,087",13.3,11.6,35.9,17.1,0.0,7.0,Dodge County,MN
250855,0.1,7.2,20.5,24.6,40.2,1.1,79.0,"3,070",-70,7,70,"16,485",63,-4.0,681,"5,852","61,204","5,440","10,094","1,954",-136,"3,164","25,348","8,526","9,235","17,429","12,888","27,302","63,216",20.8,8.9,28.6,14.3,4.0,11.1,Washington County,NY
294012,0.3,5.4,25.4,28.8,38.5,-5.0,110.8,"2,913",-280,28,-422,"18,892",-450,1.0,694,"8,521","84,769","4,806","14,135","2,451",141,"3,678","42,762","7,509","14,887","19,541","19,312","45,213","83,686",15.3,9.8,33.0,17.4,3.0,8.2,Jefferson County,WI
276306,0.0,7.6,12.8,20.7,34.3,11.9,85.1,317,309,1,341,"6,459",340,1.0,358,"1,785","28,907","3,759","3,903",935,-33,250,"11,409","6,668","2,602","7,867","6,120","12,344","28,237",35.4,11.3,30.1,9.5,0.0,12.5,Marion County,TN
